"H_vulgarisAEP","Orthogroup","Ortholog","EnsemblID","EnsemblLongName","genBankAnnotation","PANTHER_ID","PANTHER_NAME","PFAM_ID","PFAM_NAME","UniprotHit"
"HVAEP1_T008973.1","OG0000792","TOMM34, SPAG1","ENSG00000025772, ENSG00000104450","translocase of outer mitochondrial membrane 34, sperm associated antigen 1",NA,"PTHR45984","RNA (RNA) POLYMERASE II ASSOCIATED PROTEIN HOMOLOG","PF13181; PF13877; PF13414","Tetratricopeptide repeat; Potential Monad-binding region of RPAP3; TPR repeat","SPAG1_MOUSE;Sperm-associated_antigen_1"
"HVAEP1_T008976.1","OG0000551","TLDC2, OXR1, NCOA7","ENSG00000101342, ENSG00000164830, ENSG00000111912","TBC/LysM-associated domain containing 2, oxidation resistance 1, nuclear receptor coactivator 7",NA,"PTHR23354:SF68","NUCLEAR RECEPTOR COACTIVATOR 7","PF01476","LysM domain","OXR1_XENTR;Oxidation_resistance_protein_1"
"HVAEP1_T008977.1","OG0000551","TLDC2, OXR1, NCOA7","ENSG00000101342, ENSG00000164830, ENSG00000111912","TBC/LysM-associated domain containing 2, oxidation resistance 1, nuclear receptor coactivator 7",NA,"PTHR23354:SF69","OXIDATION RESISTANCE PROTEIN 1","PF07534","TLD","OXR1_BOVIN;Oxidation_resistance_protein_1"
"HVAEP1_T008980.1","OG0000137","MACROH2A2, MACROH2A1","ENSG00000099284, ENSG00000113648","macroH2A.2 histone, macroH2A.1 histone","KY053290.1; strain Ind-Pune histone macroH2A","PTHR23430:SF37","CORE HISTONE MACRO-H2A.2","PF00125; PF01661; PF16211","Core histone H2A/H2B/H3/H4; Macro domain; C-terminus of histone H2A","H2AY_RAT;Core_histone_macro-H2A.1"
"HVAEP1_T008981.1","OG0001393","BOLA1","ENSG00000178096","bolA family member 1",NA,"PTHR46229:SF2","BOLA-LIKE PROTEIN 1","PF01722","BolA-like protein","BOLA1_MOUSE;BolA-like_protein_1"
"HVAEP1_T008982.1","OG0001116","AAK1, BMP2K","ENSG00000115977, ENSG00000138756","BMP2 inducible kinase, AP2 associated kinase 1",NA,"PTHR22967:SF10","BMP-2-INDUCIBLE PROTEIN KINASE","PF00069","Protein kinase domain","AAK1_BOVIN;AP2-associated_protein_kinase_1"
"HVAEP1_T008983.1",NA,NA,NA,NA,NA,NA,NA,"PF12907","Zinc-binding",NA
"HVAEP1_T008984.1","OG0001271","scrib","FBgn0263289","NA",NA,"PTHR23119:SF44","PROTEIN SCRIBBLE HOMOLOG","PF00595; PF13855","PDZ domain; Leucine rich repeat","SCRIB_DANRE;Protein_scribble_homolog"
"HVAEP1_T008990.1","OG0000007","ZMYM1","ENSG00000197056","zinc finger MYM-type containing 1",NA,"PTHR45749:SF11","AC-LIKE TRANSPOSASE-RELATED","PF14291","Domain of unknown function (DUF4371)","ZMYM1_HUMAN;Zinc_finger_MYM-type_protein_1"
"HVAEP1_T008992.1",NA,NA,NA,NA,NA,NA,NA,"PF00519","Papillomavirus helicase",NA
"HVAEP1_T008995.1",NA,NA,NA,NA,NA,"PTHR34153:SF8","SI:DKEY-65L23.2",NA,NA,NA
"HVAEP1_T009010.1","OG0008116","GTF2H5","ENSG00000272047","general transcription factor IIH subunit 5","MG593807.1; TTDA (TTDA)","PTHR28580:SF1","GENERAL TRANSCRIPTION FACTOR IIH SUBUNIT 5","PF06331","Transcription factor TFIIH complex subunit Tfb5","TF2H5_CHICK;General_transcription_factor_IIH_subunit_5"
"HVAEP1_T009012.1",NA,NA,NA,NA,NA,"PTHR46289:SF9","52 KDA REPRESSOR OF THE INHIBITOR OF THE PROTEIN KINASE-LIKE PROTEIN",NA,NA,NA
"HVAEP1_T009019.1",NA,NA,NA,NA,NA,NA,NA,"PF00622; PF01753","SPRY domain; MYND finger","ANKY2_CHICK;Ankyrin_repeat_and_MYND_domain-containing_protein_2"
"HVAEP1_T009020.1","OG0001154","RNGTT","ENSG00000111880","RNA guanylyltransferase and 5'-phosphatase",NA,"PTHR10367:SF0","MRNA-CAPPING ENZYME","PF00782; PF01331; PF03919","Dual specificity phosphatase, catalytic domain; mRNA capping enzyme, catalytic domain; mRNA capping enzyme, C-terminal domain","MCE1_DANRE;mRNA-capping_enzyme"
"HVAEP1_T009022.1","OG0000007","ZMYM1","ENSG00000197056","zinc finger MYM-type containing 1",NA,"PTHR45749:SF10","GENERAL TRANSCRIPTION FACTOR 2-RELATED ZINC FINGER PROTEIN","PF14291","Domain of unknown function (DUF4371)",NA
"HVAEP1_T009024.1","OG0000252","DAZL, DAZ3, DAZ2, DAZ1, DAZ4","ENSG00000092345, ENSG00000187191, ENSG00000205944, ENSG00000188120, ENSG00000205916","deleted in azoospermia 2, deleted in azoospermia 4, deleted in azoospermia 1, deleted in azoospermia 3, deleted in azoospermia like",NA,NA,NA,"PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","BOULE_DROME;Protein_boule"
"HVAEP1_T009025.1","OG0003394","NOMO1, NOMO1, NOMO3, NOMO3, NOMO2","ENSG00000274779, ENSG00000103512, ENSG00000278087, ENSG00000103226, ENSG00000185164","NODAL modulator 1, NODAL modulator 3, NODAL modulator 2, nodal modulator 3-like",NA,"PTHR23303:SF14","NODAL MODULATOR 1-RELATED","PF13620; PF17210","Carboxypeptidase regulatory-like domain; SdrD B-like domain","NOMO1_HUMAN;Nodal_modulator_1"
"HVAEP1_T009026.1","OG0000858","DIDO1, PHF3","ENSG00000101191, ENSG00000118482","death inducer-obliterator 1, PHD finger protein 3",NA,"PTHR11477:SF13","DEATH-INDUCER OBLITERATOR 1","PF07744; PF07533; PF07500; PF00628","SPOC domain; BRK domain; Transcription factor S-II (TFIIS), central domain; PHD-finger","PHF3_HUMAN;PHD_finger_protein_3"
"HVAEP1_T009027.1","OG0006612","LSM3","ENSG00000170860","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",NA,"PTHR13110","U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM3","PF01423","LSM domain","LSM3_BOVIN;U6_snRNA-associated_Sm-like_protein_LSm3"
"HVAEP1_T009028.1",NA,NA,NA,NA,NA,"PTHR24060:SF158","METABOTROPIC GLUTAMATE RECEPTOR","PF00003; PF01094","7 transmembrane sweet-taste receptor of 3 GCPR; Receptor family ligand binding region","CASR_RAT;Extracellular_calcium-sensing_receptor"
"HVAEP1_T009030.1","OG0000121","CA11, CA10","ENSG00000063180, ENSG00000154975","carbonic anhydrase 11, carbonic anhydrase 10",NA,NA,NA,"PF00194","Eukaryotic-type carbonic anhydrase","CAH7_HUMAN;Carbonic_anhydrase_7"
"HVAEP1_T009031.1","OG0003123","W01A8.8","WBGene00044988","hypothetical protein",NA,NA,NA,NA,NA,NA
"HVAEP1_T009041.1","OG0008309","T24C4.2","WBGene00020758","hypothetical protein",NA,NA,NA,NA,NA,NA
"HVAEP1_T009042.1","OG0008309","T24C4.2","WBGene00020758","hypothetical protein",NA,NA,NA,NA,NA,NA
"HVAEP1_T009047.1",NA,NA,NA,NA,NA,"PTHR11046","OLIGORIBONUCLEASE, MITOCHONDRIAL",NA,NA,NA
"HVAEP1_T009054.2",NA,NA,NA,NA,NA,NA,NA,"PF12359; PF12340","Protein of unknown function (DUF3645); Protein of unknown function (DUF3638)",NA
"HVAEP1_T009057.1",NA,NA,NA,NA,NA,NA,NA,"PF12359; PF12340","Protein of unknown function (DUF3645); Protein of unknown function (DUF3638)",NA
"HVAEP1_T009058.1","OG0000453","LIPE","ENSG00000079435","lipase E, hormone sensitive type",NA,"PTHR23025","TRIACYLGLYCEROL LIPASE",NA,NA,NA
"HVAEP1_T009060.1",NA,NA,NA,NA,NA,"PTHR34153:SF8","SI:DKEY-65L23.2","PF16064","Domain of unknown function (DUF4806)",NA
"HVAEP1_T009062.1",NA,NA,NA,NA,NA,NA,NA,"PF13424","Tetratricopeptide repeat",NA
"HVAEP1_T009068.1",NA,NA,NA,NA,NA,NA,NA,"PF15299","Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8",NA
"HVAEP1_T009073.3",NA,NA,NA,NA,NA,NA,NA,"PF00300; PF01591","Histidine phosphatase superfamily (branch 1); 6-phosphofructo-2-kinase","F262_HUMAN;6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase_2"
"HVAEP1_T009075.1","OG0007536","RIMKLA, RIMKLB","ENSG00000177181, ENSG00000166532","ribosomal modification protein rimK like family member B, ribosomal modification protein rimK like family member A",NA,"PTHR21621:SF0","BETA-CITRYLGLUTAMATE SYNTHASE B","PF08443","RimK-like ATP-grasp domain","RIMK_SYNPX;Probable_alpha-L-glutamate_ligase"
"HVAEP1_T009077.1",NA,NA,NA,NA,NA,NA,NA,"PF00519","Papillomavirus helicase",NA
"HVAEP1_T009081.1",NA,NA,NA,NA,NA,NA,NA,"PF01057","Parvovirus non-structural protein NS1",NA
"HVAEP1_T009085.1",NA,NA,NA,NA,NA,NA,NA,"PF01057","Parvovirus non-structural protein NS1",NA
"HVAEP1_T009089.1",NA,NA,NA,NA,NA,NA,NA,"PF01057","Parvovirus non-structural protein NS1",NA
"HVAEP1_T009092.1",NA,NA,NA,NA,NA,NA,NA,"PF01057","Parvovirus non-structural protein NS1",NA
"HVAEP1_T009095.1",NA,NA,NA,NA,NA,NA,NA,"PF01057","Parvovirus non-structural protein NS1",NA
"HVAEP1_T009098.1",NA,NA,NA,NA,NA,NA,NA,"PF01057","Parvovirus non-structural protein NS1",NA
"HVAEP1_T009102.1",NA,NA,NA,NA,NA,NA,NA,"PF01057","Parvovirus non-structural protein NS1",NA
"HVAEP1_T009112.1",NA,NA,NA,NA,NA,NA,NA,"PF00519","Papillomavirus helicase",NA
"HVAEP1_T009116.1",NA,NA,NA,NA,NA,NA,NA,"PF01057","Parvovirus non-structural protein NS1",NA
"HVAEP1_T009117.1",NA,NA,NA,NA,NA,"PTHR47526","ATP-DEPENDENT DNA HELICASE",NA,NA,NA
"HVAEP1_T009118.1","OG0007536","RIMKLA, RIMKLB","ENSG00000177181, ENSG00000166532","ribosomal modification protein rimK like family member B, ribosomal modification protein rimK like family member A",NA,"PTHR21621:SF0","BETA-CITRYLGLUTAMATE SYNTHASE B","PF08443","RimK-like ATP-grasp domain","RIMK_COXB1;Probable_alpha-L-glutamate_ligase"
"HVAEP1_T009121.1",NA,NA,NA,NA,NA,"PTHR24243:SF148","PYROKININ-1 RECEPTOR","PF00001","7 transmembrane receptor (rhodopsin family)","NPFF2_HUMAN;Neuropeptide_FF_receptor_2"
"HVAEP1_T009125.1",NA,NA,NA,NA,NA,"PTHR24241:SF126","NEUROPEPTIDE Y RECEPTOR Y2","PF00001","7 transmembrane receptor (rhodopsin family)","RYAR_DROME;RYamide_receptor"
"HVAEP1_T009128.1","OG0001489","ARHGAP5, ARHGAP35","ENSG00000100852, ENSG00000160007","Rho GTPase activating protein 5, Rho GTPase activating protein 35",NA,"PTHR46005","RHO GTPASE-ACTIVATING PROTEIN 190","PF00620; PF16512; PF01846","RhoGAP domain; p190-A and -B Rho GAPs FF domain; FF domain","RHG05_MOUSE;Rho_GTPase-activating_protein_5"
"HVAEP1_T009134.3",NA,NA,NA,NA,NA,"PTHR48027","HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN 87F-RELATED","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","RBMX_DANRE;RNA-binding_motif_protein,_X_chromosome"
"HVAEP1_T009135.1","OG0000666","MAP1LC3A, MAP1LC3B, MAP1LC3B2","ENSG00000101460, ENSG00000140941, ENSG00000258102","microtubule associated protein 1 light chain 3 alpha, microtubule associated protein 1 light chain 3 beta, microtubule associated protein 1 light chain 3 beta 2",NA,"PTHR10969:SF50","MICROTUBULE-ASSOCIATED PROTEINS 1A/1B LIGHT CHAIN 3C","PF02991","Autophagy protein Atg8 ubiquitin like","MLP3A_BOVIN;Microtubule-associated_proteins_1A/1B_light_chain_3A"
"HVAEP1_T009137.1","OG0000870","spidey","FBgn0029975","NA",NA,"PTHR43899:SF13","RH59310P","PF00106","short chain dehydrogenase","DHB12_RAT;Very-long-chain_3-oxoacyl-CoA_reductase"
"HVAEP1_T009139.1",NA,NA,NA,NA,NA,NA,NA,"PF13424","Tetratricopeptide repeat",NA
"HVAEP1_T009140.1",NA,NA,NA,NA,NA,NA,NA,"PF13176; PF01535","Tetratricopeptide repeat; PPR repeat",NA
"HVAEP1_T009141.1",NA,NA,NA,NA,NA,"PTHR20856:SF21","DNA-DIRECTED RNA POLYMERASE D SUBUNIT 2B-RELATED","PF04566","RNA polymerase Rpb2, domain 4","RPB2_ASFK5;DNA-directed_RNA_polymerase_subunit_2"
"HVAEP1_T009142.1",NA,NA,NA,NA,NA,"PTHR20856:SF7","DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB2","PF00562; PF04567","RNA polymerase Rpb2, domain 6; RNA polymerase Rpb2, domain 5","RPB2_ASFK5;DNA-directed_RNA_polymerase_subunit_2"
"HVAEP1_T009143.1",NA,NA,NA,NA,NA,"PTHR20856:SF31","DNA-DIRECTED RNA POLYMERASE SUBUNIT BETA","PF04560","RNA polymerase Rpb2, domain 7","RPB2_ASFK5;DNA-directed_RNA_polymerase_subunit_2"
"HVAEP1_T009144.1",NA,NA,NA,NA,NA,NA,NA,"PF00931","NB-ARC domain",NA
"HVAEP1_T009147.1",NA,NA,NA,NA,NA,NA,NA,"PF13374","Tetratricopeptide repeat",NA
"HVAEP1_T009148.1",NA,NA,NA,NA,NA,NA,NA,"PF05699","hAT family C-terminal dimerisation region",NA
"HVAEP1_T009151.1","OG0000054","KIF21A, KIF21B","ENSG00000139116, ENSG00000116852","kinesin family member 21A, kinesin family member 21B",NA,"PTHR24115:SF398","KINESIN-LIKE PROTEIN KIF21A","PF00400; PF00225","WD domain, G-beta repeat; Kinesin motor domain","KI21A_HUMAN;Kinesin-like_protein_KIF21A"
"HVAEP1_T009152.1","OG0000272","BMPR1B, BMPR1A","ENSG00000138696, ENSG00000107779","bone morphogenetic protein receptor type 1A, bone morphogenetic protein receptor type 1B",NA,"PTHR23255:SF68","RECEPTOR PROTEIN SERINE/THREONINE KINASE","PF07714; PF01064","Protein tyrosine and serine/threonine kinase; Activin types I and II receptor domain","BMR1B_CHICK;Bone_morphogenetic_protein_receptor_type-1B"
"HVAEP1_T009153.1",NA,NA,NA,NA,NA,NA,NA,"PF07679","Immunoglobulin I-set domain","TITIN_MOUSE;Titin"
"HVAEP1_T009154.1",NA,NA,NA,NA,NA,NA,NA,"PF02099","Josephin",NA
"HVAEP1_T009156.1",NA,NA,NA,NA,NA,"PTHR12654:SF0","NON-LYSOSOMAL GLUCOSYLCERAMIDASE","PF04685; PF12215; PF14295","Glycosyl-hydrolase family 116, catalytic region; beta-glucosidase 2, glycosyl-hydrolase family 116 N-term; PAN domain",NA
"HVAEP1_T009158.1","OG0000202","CG6739","FBgn0031926","NA",NA,NA,NA,"PF01759; PF01392","UNC-6/NTR/C345C module; Fz domain","SFRP3_HUMAN;Secreted_frizzled-related_protein_3"
"HVAEP1_T009159.1",NA,NA,NA,NA,NA,NA,NA,"PF13424","Tetratricopeptide repeat",NA
"HVAEP1_T009160.1",NA,NA,NA,NA,NA,NA,NA,"PF13374","Tetratricopeptide repeat",NA
"HVAEP1_T009161.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T009162.1",NA,NA,NA,NA,NA,"PTHR30128:SF32","PEPTIDOGLYCAN-ASSOCIATED LIPOPROTEIN","PF00691","OmpA family","PAL_AGRFC;Peptidoglycan-associated_lipoprotein"
"HVAEP1_T009163.1","OG0001203","SAMD9, SAMD9L","ENSG00000205413, ENSG00000177409","sterile alpha motif domain containing 9 like, sterile alpha motif domain containing 9",NA,"PTHR16155:SF18","STERILE ALPHA MOTIF DOMAIN-CONTAINING PROTEIN 9-LIKE",NA,NA,"SAM9L_HUMAN;Sterile_alpha_motif_domain-containing_protein_9-like"
"HVAEP1_T009166.1","OG0002447","RIPOR1, RIPOR2, RIPOR3","ENSG00000039523, ENSG00000111913, ENSG00000042062","RIPOR family member 3, RHO family interacting cell polarization regulator 2, RHO family interacting cell polarization regulator 1",NA,"PTHR15829","PROTEIN KINASE PKN/PRK1, EFFECTOR","PF15903","Filopodia upregulated, FAM65","RIPR3_MOUSE;RIPOR_family_member_3"
"HVAEP1_T009168.1","OG0001390","PHYKPL, ETNPPL","ENSG00000175309, ENSG00000164089","ethanolamine-phosphate phospho-lyase, 5-phosphohydroxy-L-lysine phospho-lyase",NA,"PTHR45688:SF1","ETHANOLAMINE-PHOSPHATE PHOSPHO-LYASE","PF00202","Aminotransferase class-III","AT2L1_HUMAN;Ethanolamine-phosphate_phospho-lyase"
"HVAEP1_T009169.1","OG0000215","CG10431","FBgn0032730","NA",NA,NA,NA,NA,NA,NA
"HVAEP1_T009171.1",NA,NA,NA,NA,NA,NA,NA,"PF00531","Death domain",NA
"HVAEP1_T009172.1",NA,NA,NA,NA,NA,NA,NA,"PF13424","Tetratricopeptide repeat",NA
"HVAEP1_T009173.3",NA,NA,NA,NA,NA,NA,NA,"PF05729; PF13271","NACHT domain; Domain of unknown function (DUF4062)","TEP1_HUMAN;Telomerase_protein_component_1"
"HVAEP1_T009174.1","OG0000511","YWHAH, YWHAG, YWHAZ, YWHAB, SFN, YWHAQ","ENSG00000128245, ENSG00000170027, ENSG00000164924, ENSG00000166913, ENSG00000175793, ENSG00000134308","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta, tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta, tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta, tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta, tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma, stratifin",NA,"PTHR18860:SF21","14-3-3-LIKE PROTEIN 1","PF00244","14-3-3 protein","1433Z_BOMMO;14-3-3_protein_zeta"
"HVAEP1_T009175.1",NA,NA,NA,NA,NA,NA,NA,"PF05485","THAP domain",NA
"HVAEP1_T009176.1",NA,NA,NA,NA,NA,"PTHR45827","SORTING NEXIN","PF00787; PF14604; PF10456","PX domain; Variant SH3 domain; WASP-binding domain of Sorting nexin protein","SNX33_XENTR;Sorting_nexin-33"
"HVAEP1_T009177.1",NA,NA,NA,NA,NA,NA,NA,"PF01498","Transposase",NA
"HVAEP1_T009178.1","OG0001164","MFSD8","ENSG00000164073","major facilitator superfamily domain containing 8",NA,"PTHR23510:SF3","MAJOR FACILITATOR SUPERFAMILY DOMAIN-CONTAINING PROTEIN 8","PF07690","Major Facilitator Superfamily","MFSD8_XENLA;Major_facilitator_superfamily_domain-containing_protein_8"
"HVAEP1_T009188.1","OG0000012","ceh-28","WBGene00000450","C. Elegans Homeobox","AF012538.1; NK-2 class homeobox transcription factor (CnNK-2)","PTHR24340:SF41","MUSCLE-SPECIFIC HOMEOBOX PROTEIN TINMAN-RELATED","PF00046","Homeodomain","NKX25_CHICK;Homeobox_protein_Nkx-2.5"
"HVAEP1_T009194.3",NA,NA,NA,NA,"DQ073555.1; PPOD1 peroxidase","PTHR10551","FASCIN",NA,NA,NA
"HVAEP1_T009197.1","OG0002063","TIAL1, TIA1","ENSG00000151923, ENSG00000116001","TIA1 cytotoxic granule associated RNA binding protein like 1, TIA1 cytotoxic granule associated RNA binding protein",NA,"PTHR47640:SF5","TIA-1/TIAL RNA BINDING PROTEIN HOMOLOG","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","TIAR_HUMAN;Nucleolysin_TIAR"
"HVAEP1_T009199.1","OG0001485","MLH1","ENSG00000076242","mutL homolog 1",NA,"PTHR10073:SF12","DNA MISMATCH REPAIR PROTEIN MLH1","PF01119; PF16413; PF13589","DNA mismatch repair protein, C-terminal domain; DNA mismatch repair protein Mlh1 C-terminus; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","MLH1_HUMAN;DNA_mismatch_repair_protein_Mlh1"
"HVAEP1_T009200.2","OG0002454","CG18675","FBgn0040696","NA",NA,NA,NA,"PF12894","Anaphase-promoting complex subunit 4 WD40 domain",NA
"HVAEP1_T009201.1",NA,NA,NA,NA,NA,"PTHR13238","PROTEIN C21ORF59","PF11069","Cilia- and flagella-associated protein 298","CF298_DANRE;Cilia-_and_flagella-associated_protein_298"
"HVAEP1_T009202.3","OG0001037","QKI","ENSG00000112531","QKI, KH domain containing RNA binding",NA,"PTHR11208:SF125","PROTEIN QUAKING","PF16544","Homodimerisation region of STAR domain protein","QKIA_DANRE;Protein_quaking-A"
"HVAEP1_T009203.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"YNG2_YEAST;Chromatin_modification-related_protein_YNG2"
"HVAEP1_T009204.1",NA,NA,NA,NA,NA,"PTHR47526","ATP-DEPENDENT DNA HELICASE","PF01771","Viral alkaline exonuclease",NA
"HVAEP1_T009205.1","OG0005915","MED21","ENSG00000152944","mediator complex subunit 21",NA,"PTHR13381:SF1","MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 21","PF11221","Subunit 21 of Mediator complex","MED21_AEDAE;Mediator_of_RNA_polymerase_II_transcription_subunit_21"
"HVAEP1_T009206.1","OG0000182","SLCO4A1, SLCO6A1, SLCO4C1","ENSG00000101187, ENSG00000205359, ENSG00000173930","solute carrier organic anion transporter family member 4A1, solute carrier organic anion transporter family member 4C1, solute carrier organic anion transporter family member 6A1",NA,"PTHR11388","ORGANIC ANION TRANSPORTER","PF03137; PF07648","Organic Anion Transporter Polypeptide (OATP) family; Kazal-type serine protease inhibitor domain","SO4C1_PONAB;Solute_carrier_organic_anion_transporter_family_member_4C1"
"HVAEP1_T009207.1","OG0007143","MRNIP, MRNIP","ENSG00000283918, ENSG00000161010","MRN complex interacting protein",NA,"PTHR15863","MRN COMPLEX-INTERACTING PROTEIN","PF15749","MRN-interacting protein","MRNIP_DANRE;MRN_complex-interacting_protein"
"HVAEP1_T009208.1","OG0001820","CABCOCO1","ENSG00000183346","ciliary associated calcium binding coiled-coil 1",NA,NA,NA,"PF14769","Flagellar C1a complex subunit C1a-32",NA
"HVAEP1_T009209.2","OG0000043","UTRN, DRP2, DMD","ENSG00000152818, ENSG00000102385, ENSG00000198947","dystrophin, dystrophin related protein 2, utrophin",NA,NA,NA,"PF00307; PF09068; PF00397; PF01477; PF09069; PF00435; PF00569","Calponin homology (CH) domain; EF hand; WW domain; PLAT/LH2 domain; EF-hand; Spectrin repeat; Zinc finger, ZZ type","DMD_CHICK;Dystrophin"
"HVAEP1_T009211.1","OG0001685","SF3B4","ENSG00000143368","splicing factor 3b subunit 4",NA,"PTHR48030:SF4","SPLICING FACTOR 3B SUBUNIT 4","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","SF3B4_HUMAN;Splicing_factor_3B_subunit_4"
"HVAEP1_T009212.1",NA,NA,NA,NA,NA,"PTHR24121:SF2","ANKYRIN REPEAT AND SOCS BOX PROTEIN 14","PF12796; PF01363","Ankyrin repeats (3 copies); FYVE zinc finger","RUFY1_MOUSE;RUN_and_FYVE_domain-containing_protein_1"
"HVAEP1_T009215.1","OG0000574","KMT5A","ENSG00000183955","lysine methyltransferase 5A",NA,"PTHR46167","N-LYSINE METHYLTRANSFERASE KMT5A","PF00856","SET domain","KMT5A_MOUSE;N-lysine_methyltransferase_KMT5A"
"HVAEP1_T009216.1",NA,NA,NA,NA,"DQ072591.1; putative peroxidase PPOD1","PTHR10551","FASCIN",NA,NA,NA
"HVAEP1_T009225.2",NA,NA,NA,NA,NA,"PTHR34153:SF8","SI:DKEY-65L23.2",NA,NA,NA
"HVAEP1_T009226.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGBD3_HUMAN;PiggyBac_transposable_element-derived_protein_3"
"HVAEP1_T009227.2",NA,NA,NA,NA,NA,NA,NA,"PF03184","DDE superfamily endonuclease","CLZ9_COCLU;MFS-type_transporter_clz9"
"HVAEP1_T009235.1",NA,NA,NA,NA,NA,NA,NA,"PF12017","Transposase protein",NA
"HVAEP1_T009236.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGBD2_HUMAN;PiggyBac_transposable_element-derived_protein_2"
"HVAEP1_T009239.1",NA,NA,NA,NA,NA,"PTHR31912:SF32","ZINC FINGER, C2H2 TYPE DOMAINCONTAINING PROTEIN",NA,NA,NA
"HVAEP1_T009245.2",NA,NA,NA,NA,NA,NA,NA,"PF03184","DDE superfamily endonuclease","CLZ9_COCLU;MFS-type_transporter_clz9"
"HVAEP1_T009246.1",NA,NA,NA,NA,NA,"PTHR12246","PALMITOYLTRANSFERASE ZDHHC16","PF01529","DHHC palmitoyltransferase","ZD16A_DANRE;Palmitoyltransferase_ZDHHC16A"
"HVAEP1_T009247.1",NA,NA,NA,NA,NA,"PTHR42884:SF10","ENDOPROTEASE AEX-5","PF16470; PF01483; PF00082","Peptidase S8 pro-domain; Proprotein convertase P-domain; Subtilase family","NECB_HYDVU;PC3-like_endoprotease_variant_B"
"HVAEP1_T009248.3","OG0005077","HASPIN","ENSG00000177602","histone H3 associated protein kinase",NA,"PTHR24419:SF18","SERINE/THREONINE-PROTEIN KINASE HASPIN","PF00069; PF12330","Protein kinase domain; Haspin like kinase domain","HASP_SCHPO;Serine/threonine-protein_kinase_haspin_homolog_hrk1"
"HVAEP1_T009249.1","OG0005114","CUTC","ENSG00000119929","cutC copper transporter",NA,"PTHR12598","COPPER HOMEOSTASIS PROTEIN CUTC","PF03932","CutC family","CUTC_MOUSE;Copper_homeostasis_protein_cutC_homolog"
"HVAEP1_T009250.3","OG0005448","LRP2BP","ENSG00000109771","LRP2 binding protein",NA,"PTHR44554","LRP2-BINDING PROTEIN","PF08238","Sel1 repeat","LR2BP_XENLA;LRP2-binding_protein"
"HVAEP1_T009252.1","OG0003692","SS18L2, SS18L1, SS18","ENSG00000008324, ENSG00000184402, ENSG00000141380","SS18 subunit of BAF chromatin remodeling complex, SS18L1 subunit of BAF chromatin remodeling complex, SS18 like 2",NA,"PTHR23107:SF0","GRF1-INTERACTING FACTOR 2-RELATED","PF05030","SSXT protein (N-terminal region)","S18L2_MOUSE;SS18-like_protein_2"
"HVAEP1_T009253.1","OG0001297","ABCB7","ENSG00000131269","ATP binding cassette subfamily B member 7",NA,"PTHR24221:SF520","ABC TRANSPORTER OF THE MITOCHONDRION 1-RELATED","PF00664; PF00005","ABC transporter transmembrane region; ABC transporter","ABCB7_ORYLA;Iron-sulfur_clusters_transporter_ABCB7,_mitochondrial"
"HVAEP1_T009254.2","OG0006527","OSTM1","ENSG00000081087","osteoclastogenesis associated transmembrane protein 1",NA,"PTHR15644","OSTEOPETROSIS ASSOCIATED TRANSMEMBRANE PROTEIN 1","PF09777","Osteopetrosis-associated transmembrane protein 1 precursor","OSTM1_MOUSE;Osteopetrosis-associated_transmembrane_protein_1"
"HVAEP1_T009255.2","OG0001287","CLIC1, CLIC1, CLIC1, CLIC1, CLIC1, CLIC1, CLIC1, CLIC3, CLIC4, CLIC5, CLIC2, CLIC6","ENSG00000223639, ENSG00000226417, ENSG00000226248, ENSG00000226651, ENSG00000230685, ENSG00000206394, ENSG00000213719, ENSG00000169583, ENSG00000169504, ENSG00000112782, ENSG00000155962, ENSG00000159212","chloride intracellular channel 1, chloride intracellular channel 6, chloride intracellular channel 2, chloride intracellular channel 5, chloride intracellular channel 3, chloride intracellular channel 4",NA,"PTHR43920:SF5","CHLORIDE INTRACELLULAR CHANNEL, ISOFORM A","PF13409","Glutathione S-transferase, N-terminal domain","CLIC4_PONAB;Chloride_intracellular_channel_protein_4"
